Case Number,Date Reported,Time Reported,Month Reported,Day of Week Reported,Nature of Call for Service,District,Agency,Report/No Report
B16-22489,6/13/2016,8:31 AM,June,Monday,ACCIDENT PI,LB222,BPD,REPORT NEEDED
B16-22492,6/13/2016,8:12 AM,June,Monday,PANHANDLING,LB104,BPD,NO REPORT NEEDED
B16-22488,6/13/2016,8:07 AM,June,Monday,HARASSMENT NP,LB524,BPD,REPORT NEEDED
B16-22487,6/13/2016,7:56 AM,June,Monday,ATL,LB404,BPD,NO REPORT NEEDED
B16-22486,6/13/2016,7:54 AM,June,Monday,ALARM,LB101,BPD,NO REPORT NEEDED
B16-22485,6/13/2016,7:41 AM,June,Monday,ALARM,LB328,BPD,NO REPORT NEEDED
B16-22484,6/13/2016,7:35 AM,June,Monday,SUSP ACT IP,LB102,BPD,NO REPORT NEEDED
B16-22483,6/13/2016,7:15 AM,June,Monday,WELFARE CHK IP,LB313,BPD,NO REPORT NEEDED
B16-22482,6/13/2016,7:06 AM,June,Monday,EXTRA PATROL,LB102,BPD,NO REPORT NEEDED
B16-22481,6/13/2016,6:12 AM,June,Monday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-22480,6/13/2016,6:02 AM,June,Monday,BLDG CHECK,LB518,BPD,REPORT NEEDED
B16-22479,6/13/2016,5:35 AM,June,Monday,ASSIGNED DETAIL,LB503,BPD,NO REPORT NEEDED
B16-22478,6/13/2016,4:55 AM,June,Monday,ALARM,LB311,BPD,NO REPORT NEEDED
B16-22477,6/13/2016,4:41 AM,June,Monday,WEAPONS IP,LB218,BPD,REPORT NEEDED
B16-22476,6/13/2016,2:12 AM,June,Monday,ASSAULT NP,LB523,BPD,REPORT NEEDED
B16-22475,6/13/2016,1:42 AM,June,Monday,DOMESTIC IP,LB517,BPD,NO REPORT NEEDED
B16-22474,6/13/2016,1:42 AM,June,Monday,WARRANT SERVICE,LB212,BPD,NO REPORT NEEDED
B16-22473,6/13/2016,1:36 AM,June,Monday,WARRANT SERVICE,LB104,BPD,REPORT NEEDED
B16-22472,6/13/2016,1:19 AM,June,Monday,WELFARE CHK IP,LB212,BPD,NO REPORT NEEDED
B16-22471,6/13/2016,12:55 AM,June,Monday,TRAFFIC STOP,LB103,BPD,NO REPORT NEEDED
B16-22470,6/13/2016,12:53 AM,June,Monday,TRAFFIC STOP,LB404,BPD,NO REPORT NEEDED
B16-22469,6/13/2016,12:49 AM,June,Monday,TRAFFIC STOP,LB415,BPD,NO REPORT NEEDED
B16-22468,6/13/2016,12:44 AM,June,Monday,SUSP ACT IP,LB524,BPD,NO REPORT NEEDED
B16-22467,6/13/2016,12:28 AM,June,Monday,TRAFFIC STOP,LB427,BPD,NO REPORT NEEDED
B16-22466,6/13/2016,12:22 AM,June,Monday,SUSP ACT IP,LB403,BPD,NO REPORT NEEDED
B16-22465,6/13/2016,12:18 AM,June,Monday,TRAFFIC STOP,LB524,BPD,NO REPORT NEEDED
B16-22464,6/13/2016,12:18 AM,June,Monday,TRAFFIC STOP,LB416,BPD,NO REPORT NEEDED
B16-22463,6/13/2016,12:09 AM,June,Monday,TRAFFIC STOP,LB511,BPD,NO REPORT NEEDED
B16-22462,6/12/2016,11:53 PM,June,Sunday,TRAFFIC STOP,LB304,BPD,REPORT NEEDED
B16-22461,6/12/2016,11:44 PM,June,Sunday,SUSP ACT IP,LB416,BPD,NO REPORT NEEDED
B16-22460,6/12/2016,11:41 PM,June,Sunday,SERVICE IP,LB102,BPD,NO REPORT NEEDED
B16-22459,6/12/2016,11:27 PM,June,Sunday,SUSP ACT IP,LMN27,BPD,NO REPORT NEEDED
B16-22458,6/12/2016,11:15 PM,June,Sunday,ASSAULT IP,LMS16,BPD,NO REPORT NEEDED
B16-22457,6/12/2016,11:15 PM,June,Sunday,TRAFFIC STOP,,BPD,NO REPORT NEEDED
B16-22456,6/12/2016,11:13 PM,June,Sunday,TRAFFIC STOP,LB312,BPD,NO REPORT NEEDED
B16-22454,6/12/2016,11:03 PM,June,Sunday,TRAFFIC STOP,LB523,BPD,NO REPORT NEEDED
B16-22453,6/12/2016,11:02 PM,June,Sunday,EXTRA PATROL,LB102,BPD,NO REPORT NEEDED
B16-22452,6/12/2016,11:01 PM,June,Sunday,TRAFFIC STOP,LB319,BPD,NO REPORT NEEDED
B16-22455,6/12/2016,10:56 PM,June,Sunday,NOISE,LB104,BPD,NO REPORT NEEDED
B16-22450,6/12/2016,10:41 PM,June,Sunday,DRUNK,LB336,BPD,NO REPORT NEEDED
B16-22449,6/12/2016,10:25 PM,June,Sunday,SERVICE IP,LB412,BPD,NO REPORT NEEDED
B16-22447,6/12/2016,10:21 PM,June,Sunday,TRAFFIC STOP,LB222,BPD,NO REPORT NEEDED
B16-22448,6/12/2016,10:20 PM,June,Sunday,WELFARE CHK IP,LB336,BPD,NO REPORT NEEDED
B16-22451,6/12/2016,10:13 PM,June,Sunday,NOISE,LB310,BPD,NO REPORT NEEDED
B16-22446,6/12/2016,9:46 PM,June,Sunday,HARASSMENT IP,LB218,BPD,NO REPORT NEEDED
B16-22445,6/12/2016,9:44 PM,June,Sunday,TRAFFIC STOP,LB104,BPD,NO REPORT NEEDED
B16-22444,6/12/2016,9:34 PM,June,Sunday,TRAFFIC STOP,LB301,BPD,NO REPORT NEEDED
B16-22442,6/12/2016,9:20 PM,June,Sunday,TRAFFIC STOP,LB221,BPD,NO REPORT NEEDED
B16-22443,6/12/2016,9:19 PM,June,Sunday,SUSP ACT IP,LB517,BPD,NO REPORT NEEDED
B16-22441,6/12/2016,8:53 PM,June,Sunday,TRESPASS IP,LB221,BPD,NO REPORT NEEDED
B16-22440,6/12/2016,8:50 PM,June,Sunday,DISTURBANCE IP,LB102,BPD,REPORT NEEDED
B16-22439,6/12/2016,8:36 PM,June,Sunday,SERVICE IP,LB514,BPD,NO REPORT NEEDED
B16-22438,6/12/2016,8:33 PM,June,Sunday,ALARM,LB311,BPD,NO REPORT NEEDED
B16-22437,6/12/2016,8:26 PM,June,Sunday,TRAFFIC HAZARD,LB402,BPD,NO REPORT NEEDED
B16-22436,6/12/2016,8:15 PM,June,Sunday,TRAFFIC STOP,LB423,BPD,NO REPORT NEEDED
B16-22435,6/12/2016,7:40 PM,June,Sunday,WELFARE CHK IP,LB413,BPD,NO REPORT NEEDED
B16-22434,6/12/2016,7:32 PM,June,Sunday,TRESPASS IP,LB102,BPD,REPORT NEEDED
B16-22433,6/12/2016,7:14 PM,June,Sunday,ALARM,LB406,BPD,NO REPORT NEEDED
B16-22431,6/12/2016,7:10 PM,June,Sunday,TRESPASS IP,LB102,BPD,NO REPORT NEEDED
B16-22432,6/12/2016,7:07 PM,June,Sunday,TRAFFIC HAZARD,LB517,BPD,NO REPORT NEEDED
B16-22430,6/12/2016,6:58 PM,June,Sunday,DRUNK,LB310,BPD,NO REPORT NEEDED
B16-22429,6/12/2016,6:58 PM,June,Sunday,ANIMAL,LB403,BPD,NO REPORT NEEDED
B16-22428,6/12/2016,6:58 PM,June,Sunday,WELFARE CHK IP,LB503,BPD,NO REPORT NEEDED
B16-22426,6/12/2016,6:35 PM,June,Sunday,EXTRA PATROL,LB104,BPD,NO REPORT NEEDED
B16-22425,6/12/2016,6:33 PM,June,Sunday,ACCIDENT PD IP,LB221,BPD,NO REPORT NEEDED
B16-22427,6/12/2016,6:28 PM,June,Sunday,JUVENILE,LB523,BPD,NO REPORT NEEDED
B16-22423,6/12/2016,6:23 PM,June,Sunday,TRESPASS IP,LB410,BPD,NO REPORT NEEDED
B16-22422,6/12/2016,6:21 PM,June,Sunday,ALARM,LB311,BPD,NO REPORT NEEDED
B16-22424,6/12/2016,6:20 PM,June,Sunday,TRESPASS NP,LB517,BPD,NO REPORT NEEDED
B16-22421,6/12/2016,6:13 PM,June,Sunday,DISTURBANCE IP,LB102,BPD,NO REPORT NEEDED
B16-22420,6/12/2016,6:12 PM,June,Sunday,DOMESTIC IP,LB307,BPD,REPORT NEEDED
B16-22419,6/12/2016,6:02 PM,June,Sunday,ACCIDENT PD IP,LB303,BPD,NO REPORT NEEDED
B16-22418,6/12/2016,5:56 PM,June,Sunday,WELFARE CHK IP,LB326,BPD,NO REPORT NEEDED
B16-22417,6/12/2016,5:45 PM,June,Sunday,TRAFFIC STOP,LB422,BPD,NO REPORT NEEDED
B16-22416,6/12/2016,5:40 PM,June,Sunday,SERVICE IP,LB410,BPD,NO REPORT NEEDED
B16-22415,6/12/2016,5:30 PM,June,Sunday,ACCIDENT PD IP,LB221,BPD,NO REPORT NEEDED
B16-22414,6/12/2016,5:22 PM,June,Sunday,SEX ASSAULT NP,LB423,BPD,REPORT NEEDED
B16-22413,6/12/2016,5:19 PM,June,Sunday,ANIMAL,LB305,BPD,NO REPORT NEEDED
B16-22412,6/12/2016,5:18 PM,June,Sunday,ANIMAL,LB221,BPD,NO REPORT NEEDED
B16-22410,6/12/2016,5:14 PM,June,Sunday,TRAFFIC STOP,LB406,BPD,NO REPORT NEEDED
B16-22411,6/12/2016,5:12 PM,June,Sunday,BURGLARY NP,LB104,BPD,REPORT NEEDED
B16-22409,6/12/2016,4:42 PM,June,Sunday,WEAPONS IP,LMN07,BPD,NO REPORT NEEDED
B16-22408,6/12/2016,4:39 PM,June,Sunday,FOLLOW UP,LB517,BPD,NO REPORT NEEDED
B16-22407,6/12/2016,4:37 PM,June,Sunday,FOLLOW UP,LB214,BPD,NO REPORT NEEDED
B16-22406,6/12/2016,4:18 PM,June,Sunday,ALARM,LB522,BPD,NO REPORT NEEDED
B16-22405,6/12/2016,4:09 PM,June,Sunday,TRESPASS IP,LB102,BPD,NO REPORT NEEDED
B16-22404,6/12/2016,4:07 PM,June,Sunday,HARASSMENT IP,LB336,BPD,NO REPORT NEEDED
B16-22403,6/12/2016,3:53 PM,June,Sunday,CIVIL IP,LB104,BPD,NO REPORT NEEDED
B16-22402,6/12/2016,3:49 PM,June,Sunday,DISTURBANCE IP,LB102,BPD,REPORT NEEDED
B16-22401,6/12/2016,3:41 PM,June,Sunday,JUVENILE,LB503,BPD,NO REPORT NEEDED
B16-22400,6/12/2016,3:39 PM,June,Sunday,DISTURBANCE IP,LB517,BPD,NO REPORT NEEDED
B16-22399,6/12/2016,3:07 PM,June,Sunday,NOISE,LB419,BPD,NO REPORT NEEDED
B16-22398,6/12/2016,3:05 PM,June,Sunday,RUNAWAY,LB518,BPD,REPORT NEEDED
B16-22397,6/12/2016,3:03 PM,June,Sunday,TRAFFIC STOP,LB336,BPD,NO REPORT NEEDED
B16-22396,6/12/2016,2:37 PM,June,Sunday,OTHER,LB222,BPD,NO REPORT NEEDED
B16-22395,6/12/2016,2:35 PM,June,Sunday,WELFARE CHK IP,LB304,BPD,NO REPORT NEEDED
B16-22394,6/12/2016,2:22 PM,June,Sunday,TRAFFIC STOP,LIU13,BPD,NO REPORT NEEDED
B16-22391,6/12/2016,2:14 PM,June,Sunday,SUSP ACT IP,LB520,BPD,NO REPORT NEEDED
B16-22392,6/12/2016,2:10 PM,June,Sunday,PANHANDLING,LB320,BPD,NO REPORT NEEDED
B16-22393,6/12/2016,2:05 PM,June,Sunday,OTHER,LB104,BPD,REPORT NEEDED
B16-22390,6/12/2016,1:59 PM,June,Sunday,ASSIGNED DETAIL,LB410,BPD,
B16-22389,6/12/2016,1:37 PM,June,Sunday,DOMESTIC NP,LB423,BPD,REPORT NEEDED
B16-22388,6/12/2016,1:32 PM,June,Sunday,DISTURBANCE IP,LB102,BPD,NO REPORT NEEDED
B16-22387,6/12/2016,1:20 PM,June,Sunday,ACCIDENT PD IP,LB305,BPD,NO REPORT NEEDED
B16-22386,6/12/2016,1:02 PM,June,Sunday,DISTURBANCE IP,LB102,BPD,NO REPORT NEEDED
B16-22385,6/12/2016,12:52 PM,June,Sunday,WELFARE CHK IP,LB417,BPD,NO REPORT NEEDED
B16-22384,6/12/2016,12:40 PM,June,Sunday,TRAFFIC STOP,LB404,BPD,NO REPORT NEEDED
B16-22383,6/12/2016,12:16 PM,June,Sunday,ANIMAL,LB523,BPD,
B16-22382,6/12/2016,12:14 PM,June,Sunday,ATL,LB307,BPD,NO REPORT NEEDED
B16-22381,6/12/2016,12:03 PM,June,Sunday,TRAFFIC STOP,LB303,BPD,NO REPORT NEEDED
B16-22380,6/12/2016,11:54 AM,June,Sunday,SUSP ACT NP,LB102,BPD,NO REPORT NEEDED
B16-22379,6/12/2016,11:37 AM,June,Sunday,EXTRA PATROL,LB209,BPD,NO REPORT NEEDED
B16-22378,6/12/2016,11:31 AM,June,Sunday,WELFARE CHK IP,LB222,BPD,NO REPORT NEEDED
B16-22377,6/12/2016,11:21 AM,June,Sunday,ANIMAL,LB331,BPD,NO REPORT NEEDED
B16-22376,6/12/2016,11:13 AM,June,Sunday,MOTORIST ASSIST,LIU14,BPD,NO REPORT NEEDED
B16-22375,6/12/2016,10:48 AM,June,Sunday,FRAUD,LB327,BPD,REPORT NEEDED
B16-22374,6/12/2016,10:35 AM,June,Sunday,CIVIL NP,LB513,BPD,NO REPORT NEEDED
B16-22373,6/12/2016,10:03 AM,June,Sunday,SUSP ACT IP,LB216,BPD,NO REPORT NEEDED
B16-22372,6/12/2016,10:00 AM,June,Sunday,SUSP ACT IP,LB102,BPD,NO REPORT NEEDED
B16-22371,6/12/2016,9:47 AM,June,Sunday,SUSP ACT IP,LB425,BPD,NO REPORT NEEDED
B16-22370,6/12/2016,9:33 AM,June,Sunday,THEFT NP,LB336,BPD,REPORT NEEDED
B16-22369,6/12/2016,9:22 AM,June,Sunday,RUNAWAY,LB316,BPD,NO REPORT NEEDED
B16-22368,6/12/2016,9:12 AM,June,Sunday,FIGHT IP,LB102,BPD,NO REPORT NEEDED
B16-22367,6/12/2016,9:09 AM,June,Sunday,TRAFFIC STOP,LB308,BPD,NO REPORT NEEDED
B16-22366,6/12/2016,8:49 AM,June,Sunday,ASSAULT IP,LB218,BPD,REPORT NEEDED
B16-22365,6/12/2016,8:46 AM,June,Sunday,ALARM,LB524,BPD,NO REPORT NEEDED
B16-22364,6/12/2016,8:38 AM,June,Sunday,ALARM,LB517,BPD,NO REPORT NEEDED
B16-22363,6/12/2016,8:33 AM,June,Sunday,WELFARE CHK IP,LB102,BPD,NO REPORT NEEDED
B16-22362,6/12/2016,8:07 AM,June,Sunday,SUSP ACT IP,LB104,BPD,NO REPORT NEEDED
B16-22361,6/12/2016,7:38 AM,June,Sunday,EXTRA PATROL,LB420,BPD,NO REPORT NEEDED
B16-22360,6/12/2016,7:30 AM,June,Sunday,MENTAL HEALTH,LB507,BPD,NO REPORT NEEDED
B16-22359,6/12/2016,7:25 AM,June,Sunday,VANDALISM NP,LB101,BPD,REPORT NEEDED
B16-22358,6/12/2016,7:06 AM,June,Sunday,DISTURBANCE IP,LB512,BPD,NO REPORT NEEDED
B16-22357,6/12/2016,6:00 AM,June,Sunday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-22356,6/12/2016,5:32 AM,June,Sunday,FIGHT IP,LB102,BPD,REPORT NEEDED
B16-22355,6/12/2016,4:55 AM,June,Sunday,WELFARE CHK IP,LB312,BPD,NO REPORT NEEDED
B16-22354,6/12/2016,4:32 AM,June,Sunday,WELFARE CHK IP,LB102,BPD,NO REPORT NEEDED
B16-22353,6/12/2016,4:08 AM,June,Sunday,ASSAULT NP,LB102,BPD,REPORT NEEDED
B16-22352,6/12/2016,3:46 AM,June,Sunday,ALARM,LB311,BPD,NO REPORT NEEDED
B16-22351,6/12/2016,3:25 AM,June,Sunday,FOLLOW UP,LB316,BPD,REPORT NEEDED
B16-22350,6/12/2016,2:59 AM,June,Sunday,ASSAULT NP,LB523,BPD,REPORT NEEDED
B16-22349,6/12/2016,2:58 AM,June,Sunday,SUSP ACT IP,LB313,BPD,NO REPORT NEEDED
B16-22348,6/12/2016,2:50 AM,June,Sunday,SUSP ACT IP,LB102,BPD,NO REPORT NEEDED
B16-22346,6/12/2016,2:34 AM,June,Sunday,WELFARE CHK IP,LB312,BPD,NO REPORT NEEDED
B16-22345,6/12/2016,2:26 AM,June,Sunday,ALARM,LB327,BPD,REPORT NEEDED
B16-22347,6/12/2016,2:26 AM,June,Sunday,THEFT NP,LB302,BPD,REPORT NEEDED
B16-22344,6/12/2016,2:03 AM,June,Sunday,BLDG CHECK,LB103,BPD,NO REPORT NEEDED
B16-22343,6/12/2016,1:47 AM,June,Sunday,SERVICE IP,LB310,BPD,NO REPORT NEEDED
B16-22342,6/12/2016,1:36 AM,June,Sunday,DISTURBANCE IP,LB326,BPD,NO REPORT NEEDED
B16-22341,6/12/2016,1:21 AM,June,Sunday,FIGHT IP,LB104,BPD,NO REPORT NEEDED
B16-22340,6/12/2016,1:13 AM,June,Sunday,DRUGS IP,LB310,BPD,NO REPORT NEEDED
B16-22339,6/12/2016,1:00 AM,June,Sunday,THEFT IP,LB336,BPD,REPORT NEEDED
B16-22338,6/12/2016,12:50 AM,June,Sunday,NOISE,LB517,BPD,NO REPORT NEEDED
B16-22336,6/12/2016,12:41 AM,June,Sunday,DISTURBANCE IP,LB513,BPD,NO REPORT NEEDED
B16-22337,6/12/2016,12:36 AM,June,Sunday,NOISE,LB313,BPD,NO REPORT NEEDED
B16-22334,6/12/2016,12:21 AM,June,Sunday,TRAFFIC STOP,LB306,BPD,NO REPORT NEEDED
B16-22335,6/12/2016,12:20 AM,June,Sunday,SUSP ACT IP,LB416,BPD,NO REPORT NEEDED
B16-22333,6/12/2016,12:09 AM,June,Sunday,SUSP ACT IP,LB409,BPD,NO REPORT NEEDED
B16-22332,6/11/2016,11:59 PM,June,Saturday,SUSP ACT IP,LB222,BPD,NO REPORT NEEDED
B16-22330,6/11/2016,11:51 PM,June,Saturday,TRAFFIC STOP,LMN20,BPD,NO REPORT NEEDED
B16-22329,6/11/2016,11:51 PM,June,Saturday,TRAFFIC STOP,LB103,BPD,NO REPORT NEEDED
B16-22331,6/11/2016,11:48 PM,June,Saturday,WELFARE CHK IP,LB404,BPD,NO REPORT NEEDED
B16-22328,6/11/2016,11:31 PM,June,Saturday,TRAFFIC STOP,LB412,BPD,NO REPORT NEEDED
B16-22327,6/11/2016,11:27 PM,June,Saturday,EXTRA PATROL,LB420,BPD,NO REPORT NEEDED
B16-22326,6/11/2016,11:19 PM,June,Saturday,SUSP ACT IP,LB102,BPD,NO REPORT NEEDED
B16-22325,6/11/2016,11:14 PM,June,Saturday,SUSP ACT IP,LB307,BPD,NO REPORT NEEDED
B16-22324,6/11/2016,11:10 PM,June,Saturday,SUSP ACT IP,LB102,BPD,NO REPORT NEEDED
B16-22323,6/11/2016,10:59 PM,June,Saturday,TRAFFIC STOP,LB103,BPD,NO REPORT NEEDED
B16-22322,6/11/2016,10:43 PM,June,Saturday,SERVICE IP,LB221,BPD,NO REPORT NEEDED
B16-22321,6/11/2016,10:42 PM,June,Saturday,TRAFFIC STOP,LB310,BPD,NO REPORT NEEDED
B16-22320,6/11/2016,10:34 PM,June,Saturday,TRAFFIC STOP,,BPD,NO REPORT NEEDED
B16-22319,6/11/2016,10:18 PM,June,Saturday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-22318,6/11/2016,10:12 PM,June,Saturday,TRAFFIC STOP,LB208,BPD,NO REPORT NEEDED
B16-22317,6/11/2016,10:01 PM,June,Saturday,DOMESTIC IP,LB412,BPD,NO REPORT NEEDED
B16-22315,6/11/2016,9:50 PM,June,Saturday,TRAFFIC STOP,LB104,BPD,NO REPORT NEEDED
B16-22314,6/11/2016,9:46 PM,June,Saturday,DISTURBANCE IP,LB212,BPD,REPORT NEEDED
B16-22313,6/11/2016,9:36 PM,June,Saturday,WELFARE CHK IP,LB518,BPD,NO REPORT NEEDED
B16-22316,6/11/2016,9:20 PM,June,Saturday,WELFARE CHK IP,LB104,BPD,NO REPORT NEEDED
B16-22312,6/11/2016,9:19 PM,June,Saturday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-22311,6/11/2016,9:15 PM,June,Saturday,WELFARE CHK IP,LB522,BPD,NO REPORT NEEDED
B16-22308,6/11/2016,9:00 PM,June,Saturday,WEAPONS IP,LB513,BPD,NO REPORT NEEDED
B16-22309,6/11/2016,8:58 PM,June,Saturday,SERVICE IP,LB412,BPD,NO REPORT NEEDED
B16-22310,6/11/2016,8:49 PM,June,Saturday,DISTURBANCE NP,LB513,BPD,NO REPORT NEEDED
B16-22306,6/11/2016,8:49 PM,June,Saturday,WEAPONS IP,LB335,BPD,NO REPORT NEEDED
B16-22307,6/11/2016,8:49 PM,June,Saturday,MISSING PERSON,LB208,BPD,REPORT NEEDED
B16-22304,6/11/2016,8:35 PM,June,Saturday,SERVICE IP,LB104,BPD,NO REPORT NEEDED
B16-22305,6/11/2016,8:34 PM,June,Saturday,OTHER,LB101,BPD,NO REPORT NEEDED
B16-22302,6/11/2016,8:22 PM,June,Saturday,SERVICE IP,LB102,BPD,NO REPORT NEEDED
B16-22303,6/11/2016,8:12 PM,June,Saturday,VANDALISM IP,LB513,BPD,NO REPORT NEEDED
B16-22300,6/11/2016,8:08 PM,June,Saturday,DOMESTIC IP,LB316,BPD,REPORT NEEDED
B16-22299,6/11/2016,7:56 PM,June,Saturday,VANDALISM IP,LB305,BPD,NO REPORT NEEDED
B16-22301,6/11/2016,7:54 PM,June,Saturday,ACCIDENT LSA NP,LB314,BPD,REPORT NEEDED
B16-22297,6/11/2016,7:09 PM,June,Saturday,WELFARE CHK IP,LB336,BPD,REPORT NEEDED
B16-22298,6/11/2016,7:06 PM,June,Saturday,WELFARE CHK IP,LB103,BPD,NO REPORT NEEDED
B16-22296,6/11/2016,7:01 PM,June,Saturday,THEFT NP,LB104,BPD,NO REPORT NEEDED
B16-22294,6/11/2016,7:00 PM,June,Saturday,TRAFFIC STOP,,BPD,NO REPORT NEEDED
B16-22293,6/11/2016,6:56 PM,June,Saturday,SUSP ACT IP,LB104,BPD,NO REPORT NEEDED
B16-22295,6/11/2016,6:55 PM,June,Saturday,ANIMAL,LB519,BPD,NO REPORT NEEDED
B16-22292,6/11/2016,6:55 PM,June,Saturday,TRAFFIC STOP,,BPD,NO REPORT NEEDED
B16-22290,6/11/2016,6:25 PM,June,Saturday,CIVIL NP,LB524,BPD,NO REPORT NEEDED
B16-22289,6/11/2016,6:14 PM,June,Saturday,ACCIDENT PD IP,LB310,BPD,NO REPORT NEEDED
B16-22288,6/11/2016,6:00 PM,June,Saturday,PROPERTY,LB310,BPD,NO REPORT NEEDED
B16-22287,6/11/2016,5:56 PM,June,Saturday,ATL,LB307,BPD,NO REPORT NEEDED
B16-22285,6/11/2016,5:46 PM,June,Saturday,PROPERTY,LB104,BPD,NO REPORT NEEDED
B16-22291,6/11/2016,5:40 PM,June,Saturday,NOISE,LB212,BPD,NO REPORT NEEDED
B16-22286,6/11/2016,5:38 PM,June,Saturday,VANDALISM NP,LB314,BPD,REPORT NEEDED
B16-22284,6/11/2016,5:33 PM,June,Saturday,ACCIDENT LSA IP,LB516,BPD,REPORT NEEDED
B16-22283,6/11/2016,5:15 PM,June,Saturday,VEH THEFT NP,LB329,BPD,REPORT NEEDED
B16-22282,6/11/2016,4:52 PM,June,Saturday,WELFARE CHK IP,LB412,BPD,NO REPORT NEEDED
B16-22281,6/11/2016,4:52 PM,June,Saturday,PANHANDLING,LB102,BPD,NO REPORT NEEDED
B16-22279,6/11/2016,4:27 PM,June,Saturday,WEAPONS IP,LB336,BPD,
B16-22280,6/11/2016,4:26 PM,June,Saturday,WEAPONS IP,LB336,BPD,NO REPORT NEEDED
B16-22278,6/11/2016,4:12 PM,June,Saturday,EXTRA PATROL,LB410,BPD,NO REPORT NEEDED
B16-22277,6/11/2016,4:11 PM,June,Saturday,SUSP ACT NP,LB104,BPD,NO REPORT NEEDED
B16-22276,6/11/2016,3:43 PM,June,Saturday,THEFT NP,LB220,BPD,NO REPORT NEEDED
B16-22275,6/11/2016,3:34 PM,June,Saturday,SERVICE IP,LB308,BPD,NO REPORT NEEDED
B16-22274,6/11/2016,3:26 PM,June,Saturday,EXTRA PATROL,LB303,BPD,NO REPORT NEEDED
B16-22273,6/11/2016,3:13 PM,June,Saturday,THEFT IP,LB102,BPD,REPORT NEEDED
B16-22272,6/11/2016,3:08 PM,June,Saturday,ACCIDENT PD IP,LB412,BPD,NO REPORT NEEDED
B16-22270,6/11/2016,2:39 PM,June,Saturday,THEFT NP,LB524,BPD,REPORT NEEDED
B16-22271,6/11/2016,2:21 PM,June,Saturday,PARKING,LB320,BPD,NO REPORT NEEDED
B16-22269,6/11/2016,2:21 PM,June,Saturday,DISTURBANCE IP,LB102,BPD,NO REPORT NEEDED
B16-22268,6/11/2016,2:17 PM,June,Saturday,JUVENILE,LB412,BPD,REPORT NEEDED
B16-22267,6/11/2016,2:06 PM,June,Saturday,SUSP ACT NP,LB101,BPD,NO REPORT NEEDED
B16-22265,6/11/2016,2:05 PM,June,Saturday,TRAFFIC STOP,,BPD,NO REPORT NEEDED
B16-22266,6/11/2016,1:59 PM,June,Saturday,TRAFFIC HAZARD,LIU14,BPD,NO REPORT NEEDED
B16-22264,6/11/2016,1:51 PM,June,Saturday,FRAUD,LB213,BPD,REPORT NEEDED
B16-22262,6/11/2016,1:43 PM,June,Saturday,ACCIDENT PD IP,LB305,BPD,REPORT NEEDED
B16-22263,6/11/2016,1:42 PM,June,Saturday,ACCIDENT PD NP,LB417,BPD,NO REPORT NEEDED
B16-22261,6/11/2016,1:35 PM,June,Saturday,PANHANDLING,LB104,BPD,NO REPORT NEEDED
B16-22260,6/11/2016,12:49 PM,June,Saturday,VEH THEFT NP,LB412,BPD,REPORT NEEDED
B16-22259,6/11/2016,12:36 PM,June,Saturday,WELFARE CHK IP,LB410,BPD,NO REPORT NEEDED
B16-22258,6/11/2016,12:30 PM,June,Saturday,ACCIDENT PD IP,LB524,BPD,NO REPORT NEEDED
B16-22255,6/11/2016,11:22 AM,June,Saturday,SUSP ACT IP,LB102,BPD,NO REPORT NEEDED
B16-22256,6/11/2016,11:21 AM,June,Saturday,ALARM,LB101,BPD,NO REPORT NEEDED
B16-22257,6/11/2016,11:17 AM,June,Saturday,FOLLOW UP,LB517,BPD,NO REPORT NEEDED
B16-22254,6/11/2016,11:13 AM,June,Saturday,HARASSMENT NP,LB409,BPD,REPORT NEEDED
B16-22253,6/11/2016,10:33 AM,June,Saturday,SERIAL MOTOR CH,LB219,BPD,NO REPORT NEEDED
B16-22252,6/11/2016,10:25 AM,June,Saturday,DISTURBANCE IP,LB516,BPD,NO REPORT NEEDED
B16-22251,6/11/2016,10:21 AM,June,Saturday,DISTURBANCE IP,LB412,BPD,NO REPORT NEEDED
B16-22250,6/11/2016,10:19 AM,June,Saturday,ANIMAL,LB403,BPD,NO REPORT NEEDED
B16-22249,6/11/2016,9:55 AM,June,Saturday,PROPERTY,LB512,BPD,NO REPORT NEEDED
B16-22248,6/11/2016,9:48 AM,June,Saturday,ANIMAL,LB305,BPD,NO REPORT NEEDED
B16-22247,6/11/2016,9:45 AM,June,Saturday,INDECENT EXP,LB102,BPD,NO REPORT NEEDED
B16-22246,6/11/2016,9:30 AM,June,Saturday,DOMESTIC IP,LB104,BPD,REPORT NEEDED
B16-22245,6/11/2016,9:13 AM,June,Saturday,TRAFFIC HAZARD,LB423,BPD,NO REPORT NEEDED
B16-22244,6/11/2016,9:07 AM,June,Saturday,SUSP ACT IP,LB424,BPD,NO REPORT NEEDED
B16-22243,6/11/2016,8:53 AM,June,Saturday,SUSP ACT IP,LB329,BPD,NO REPORT NEEDED
B16-22242,6/11/2016,8:50 AM,June,Saturday,ACCIDENT LSA IP,LB417,BPD,REPORT NEEDED
B16-22241,6/11/2016,8:44 AM,June,Saturday,SUSP ACT NP,LB302,BPD,NO REPORT NEEDED
